time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
2.300000000000000100e-01,2.314591528632781348e+01,1.892239807238567195e+01,3.508987111909278589e-04,9.875206132285170302e-01,1.853684098012752486e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853684098012752486e+02,4.906972690403193837e+00,2.249054629146989281e+00,7.213785436873707546e+00
2.399999999999999911e-01,2.395914870750409875e+01,1.982713632041992824e+01,3.828711767323855764e-04,1.228740158193303067e+00,1.853608555894266487e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853608555894266487e+02,4.784510918433198867e+00,2.325475085690473342e+00,7.290985009453851085e+00
2.500000000000000000e-01,2.474873734152916072e+01,2.071194588764712208e+01,4.184443218920863572e-04,1.464336787877954071e+00,1.853666316865828776e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853666316865828776e+02,4.664925925691989050e+00,2.398345654593173837e+00,7.364602303706075936e+00
2.600000000000000089e-01,2.551390195974940411e+01,2.157584339805686113e+01,4.569030845728294654e-04,1.694410730948760824e+00,1.853840384900455263e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853840384900455263e+02,4.548259595000160971e+00,2.467715155451253750e+00,7.434673977984776805e+00
2.700000000000000178e-01,2.625388743706608352e+01,2.241789142847943950e+01,4.978424360513877822e-04,1.918897018961104983e+00,1.854116604804295321e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854116604804295321e+02,4.434597400891107100e+00,2.533639899273098184e+00,7.501245224506601694e+00
2.800000000000000266e-01,2.696796349715262409e+01,2.323719296438155624e+01,5.404211770915767765e-04,2.137617442538920276e+00,1.854482721655670616e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854482721655670616e+02,4.324052380389844075e+00,2.596182993575526066e+00,7.564369116553920414e+00
2.899999999999999800e-01,2.765542543314915847e+01,2.403288757682620158e+01,5.838700839156940603e-04,2.350319524684706618e+00,1.854927841598671137e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854927841598671137e+02,4.216752974305194357e+00,2.655413576681744381e+00,7.624105935423287406e+00
2.999999999999999889e-01,2.831559480312315813e+01,2.480414884744994453e+01,6.272505437291964192e-04,2.556706092461156654e+00,1.855441989958749787e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855441989958749787e+02,4.112833947591354899e+00,2.711406001703291047e+00,7.680522487030382983e+00
3.099999999999999978e-01,2.894782009960966107e+01,2.555018270301978234e+01,6.696075137382906384e-04,2.756458542940672274e+00,1.856015828049597189e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856015828049597189e+02,4.012429433887149344e+00,2.764238985161390882e+00,7.733691401285287981e+00
3.200000000000000067e-01,2.955147739257052919e+01,2.627022640385331087e+01,7.099678176410995079e-04,2.949254181024500543e+00,1.856640455240955703e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856640455240955703e+02,3.915667858029650006e+00,2.813994737422568893e+00,7.783690415340108082e+00
3.300000000000000155e-01,3.012597094513802531e+01,2.696354799794848134e+01,7.473820016832277702e-04,3.134779830921667010e+00,1.857307277846379350e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857307277846379350e+02,3.822668242395820926e+00,2.860758090739244253e+00,7.830601640239585493e+00
3.400000000000000244e-01,3.067073380153522777e+01,2.762944610029739678e+01,7.809802366006701746e-04,3.312741847526752714e+00,1.858007931971374092e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858007931971374092e+02,3.733537753082657673e+00,2.904615639833530771e+00,7.874510810334129474e+00
3.500000000000000333e-01,3.118522834659287213e+01,2.826724989217435535e+01,8.099989912323524166e-04,3.482873524179929792e+00,1.858734239822732093e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858734239822732093e+02,3.648370265828702941e+00,2.945654908787227466e+00,7.915506516264629866e+00
3.599999999999999867e-01,3.166894683631068474e+01,2.887631926224852563e+01,8.338274278434365527e-04,3.644940061427643929e+00,1.859478196060497908e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.859478196060497908e+02,3.567245833694698831e+00,2.983963556055083011e+00,7.953679422293412848e+00
3.699999999999999956e-01,3.212141189893933557e+01,2.945604503126331508e+01,8.520261518248917199e-04,3.798741464838076176e+00,1.860231973007941235e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860231973007941235e+02,3.490230926599508621e+00,3.019628627362427764e+00,7.989121470706736616e+00
