time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
6.199999999999999956e-01,3.254217700608879937e+01,3.330398072408242882e+01,-1.517992950053553836e-02,4.830224449756784111e+00,1.865957978574102185e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865957978574102185e+02,2.848389130002260572e+00,3.248122122712090665e+00,8.218687349820232413e+00
6.300000000000000044e-01,3.212141189893934268e+01,3.301462385292738588e+01,-3.379173101667818507e-02,4.654182087348662122e+00,1.863760677294333163e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863760677294333163e+02,2.892589562521322932e+00,3.233624041465265719e+00,8.203863621774653225e+00
6.400000000000000133e-01,3.166894683631067764e+01,3.269139106330743516e+01,-8.435636409448916961e-02,4.342167938903062741e+00,1.860549046245253066e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860549046245253066e+02,2.938569765162355907e+00,3.217172884182198711e+00,8.187049374335582996e+00
6.500000000000000222e-01,3.118522834659287213e+01,3.233470298240363405e+01,-1.219653994178553497e-01,4.096050523397383181e+00,1.858984656185362212e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858984656185362212e+02,2.992590770107767639e+00,3.198709373985614501e+00,8.168173917559030883e+00
6.600000000000000311e-01,3.067073380153522066e+01,3.194499605815101617e+01,2.097827284326076180e-01,5.397165219891634891e+00,1.871474462699701178e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.871474462699701178e+02,3.047721820301831031e+00,3.178170095117496263e+00,8.147169395711113538e+00
6.700000000000000400e-01,3.012597094513802531e+01,3.152272860231782659e+01,1.702967633733148689e-01,5.147770740111731413e+00,1.867608014507681560e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867608014507681560e+02,3.105319238935749127e+00,3.155489721537748427e+00,8.123983867758603594e+00
6.800000000000000488e-01,2.955147739257052208e+01,3.106839532097373890e+01,1.049071972267343056e-01,4.752008333586061894e+00,1.863639664081619571e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863639664081619571e+02,3.167310138020098975e+00,3.130606567271216889e+00,8.098563404701801360e+00
6.900000000000000577e-01,2.894782009960966107e+01,3.058248818283476922e+01,2.687556922539499626e-02,4.315188900960370333e+00,1.860971037415603462e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860971037415603462e+02,3.238547683368551589e+00,3.103451074605334092e+00,8.070840448805613576e+00
7.000000000000000666e-01,2.831559480312315813e+01,3.006523752020159534e+01,1.700916172484330524e-02,4.111389090844139282e+00,1.860698057321394572e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860698057321394572e+02,3.321297246452729723e+00,3.073833959447695108e+00,8.040590802516812019e+00
7.099999999999999645e-01,2.765542543314916912e+01,2.951721074289003965e+01,1.797607469310311124e-02,3.952033938480580044e+00,1.860153578583615115e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860153578583615115e+02,3.405432947552526457e+00,3.041656392170182244e+00,8.007740967349954886e+00
7.199999999999999734e-01,2.696796349715262409e+01,2.893906025688069761e+01,6.614765034089531426e-03,3.757113257779151727e+00,1.859659749424023687e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.859659749424023687e+02,3.492756370434108248e+00,3.006848881922211447e+00,7.972243268795780047e+00
7.299999999999999822e-01,2.625388743706609063e+01,2.833135528495901667e+01,1.699499160003975495e-03,3.551627316686192692e+00,1.858959581079308236e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858959581079308236e+02,3.585723877869810394e+00,2.969300878894288065e+00,7.934011468025961022e+00
7.399999999999999911e-01,2.551390195974940056e+01,2.769475530302884891e+01,1.639986067938456471e-03,3.375189940369919483e+00,1.858119423192115107e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858119423192115107e+02,3.680049195356900782e+00,2.928928399371925284e+00,7.892969868133567601e+00
7.500000000000000000e-01,2.474873734152916427e+01,2.702994824105258331e+01,1.588328056497514962e-03,3.197945822371744740e+00,1.857357716599118191e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857357716599118191e+02,3.777322724221363615e+00,2.885656447515606793e+00,7.849038029465209121e+00
7.600000000000000089e-01,2.395914870750410586e+01,2.633760728147749930e+01,1.511630433895169712e-03,3.014480590234015711e+00,1.856658927565446220e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856658927565446220e+02,3.878024038066826051e+00,2.839396119625318793e+00,7.802127451280986392e+00
7.700000000000000178e-01,2.314591528632781703e+01,2.561842427651923515e+01,1.193996711906883390e-03,2.823949041976508312e+00,1.856038262181990319e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856038262181990319e+02,3.981982063256197080e+00,2.790057301586909677e+00,7.752149792602624601e+00
7.800000000000000266e-01,2.230983964120414598e+01,2.487311468732941577e+01,1.370610939325021815e-03,2.626797023180700741e+00,1.855408449207125159e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855408449207125159e+02,4.089266778867425955e+00,2.737551387328886143e+00,7.699023979538722529e+00
7.900000000000000355e-01,2.145174687785417689e+01,2.410242483105402300e+01,1.178714401851653493e-03,2.423593297880785702e+00,1.854862096898158939e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854862096898158939e+02,4.199334035762717576e+00,2.681796058588066245e+00,7.642670303994339775e+00
8.000000000000000444e-01,2.057248383023656402e+01,2.330712459493935285e+01,1.070901726815662314e-03,2.214406632693976196e+00,1.854375468766781410e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854375468766781410e+02,4.312130071516008911e+00,2.622713141469112053e+00,7.583013319979153621e+00
8.100000000000000533e-01,1.967291822482456354e+01,2.248800902700137172e+01,9.466978681920909522e-04,1.999948831126512561e+00,1.853955828966124955e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853955828966124955e+02,4.427397692886273717e+00,2.560230431770581738e+00,7.519984110145768952e+00
8.200000000000000622e-01,1.875393782426488087e+01,2.164589756790259045e+01,8.286905276804132359e-04,1.780770892969924191e+00,1.853609396906707047e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853609396906707047e+02,4.544905482020965337e+00,2.494282634629326534e+00,7.453520111284302807e+00
8.300000000000000711e-01,1.781644955126298768e+01,2.078163299051324842e+01,7.110827443676248638e-04,1.557476492175533300e+00,1.853342638183825386e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853342638183825386e+02,4.664414208426109099e+00,2.424812057984663483e+00,7.383565747536390056e+00
8.399999999999999689e-01,1.686137859356004398e+01,1.989608046418006282e+01,5.954195635645663509e-04,1.330698787885446155e+00,1.853161541430849866e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853161541430849866e+02,4.785681780217771575e+00,2.351769342604419943e+00,7.310073171133694814e+00
8.499999999999999778e-01,1.588966749088413799e+01,1.899012664167135256e+01,4.816074818858352702e-04,1.101112592213175922e+00,1.853071670817724055e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853071670817724055e+02,4.908461898785901667e+00,2.275114171472565339e+00,7.233002972498196570e+00
8.599999999999999867e-01,1.490227520477755085e+01,1.806467872199074876e+01,3.700125073136037446e-04,8.694292944958615932e-01,1.853078092024016428e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853078092024016428e+02,5.032505591625309194e+00,2.194815931154977751e+00,7.152324847319982304e+00
8.699999999999999956e-01,1.390017617221732138e+01,1.712066348312229280e+01,2.608906471077039602e-04,6.363943528027031782e-01,1.853185340056711254e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853185340056711254e+02,5.157562332824497275e+00,2.110854313625935230e+00,7.068018214226784224e+00
8.800000000000000044e-01,1.288435934396373383e+01,1.615902628568229815e+01,1.544979096576720723e-04,4.027836197477516755e-01,1.853397380264174501e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853397380264174501e+02,5.283381342473006725e+00,2.023219851920811774e+00,6.980072780405144783e+00
8.900000000000000133e-01,1.185582720858519501e+01,1.518073005050316837e+01,5.104261518617397853e-05,1.693998184466981027e-01,1.853717574589121568e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853717574589121568e+02,5.409712837372453009e+00,1.931914384675271767e+00,6.888489051496143212e+00
9.000000000000000222e-01,1.081559480312316168e+01,1.418675421354300781e+01,-4.932488575097246364e-05,-6.293099945818658725e-02,1.854148651502005976e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854148651502005976e+02,5.536309249417797673e+00,1.836951445889887458e+00,6.793278782049088527e+00
9.100000000000000311e-01,9.764688711373016972e+00,1.317809366177076136e+01,-1.465396122527044820e-04,-2.933628641401239689e-01,1.854692680952491912e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854692680952491912e+02,5.662926368666404642e+00,1.738356577520655311e+00,6.694465362897198624e+00
9.200000000000000400e-01,8.704146050769917764e+00,1.215575765379069040e+01,-2.406590965246691721e-04,-5.210334690574810468e-01,1.855351054279504694e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855351054279504694e+02,5.789324391342177023e+00,1.636167563782277679e+00,6.592084142124067014e+00
9.300000000000000488e-01,7.635013448878980924e+00,1.112076872860480847e+01,-3.319148617060233702e-04,-7.450693733319975198e-01,1.856124468218334869e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856124468218334869e+02,5.915268878935869168e+00,1.530434587007516001e+00,6.486182676388161816e+00
